id,label,statement,subjects,speaker,job_title,state,party,barely_true_count,false_count,half_true_count,mostly_true_count,pants_fire_count,context,binary_label,prediction,confidence,statement_length,length_bucket,primary_subject
9610.json,false,David Perdue has never voted in a Republican primary until his name was on the ballot.,voting-record,jack-kingston,U.S. Representative,Georgia,republican,3.0,1.0,4.0,3.0,0.0,Friends of Jack Kingston flyer,FALSE,TRUE,0.6086672882822206,16,11-20,voting-record
7051.json,half-true,Says JimRenacci has consistently voted for loopholes that encourage outsourcing of our jobs.,"financial-regulation,taxes,trade,voting-record",betty-sutton,U.S. representative from Ohio's 13th District,Ohio,democrat,0.0,2.0,1.0,2.0,1.0,a debate,TRUE,FALSE,0.6000068661131592,13,11-20,financial-regulation
8035.json,false,Says in Texas its legal to shoot someone whos committing a public nuisance under the cover of dark.,"guns,legal-issues",robert-reich,Economics professor at the University of California (Berkeley),California,democrat,0.0,1.0,0.0,1.0,0.0,a blog post,FALSE,TRUE,0.7178619295614939,18,11-20,guns
1574.json,mostly-true,Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.,health-care,americans-united-change,unknown,unknown,none,1.0,4.0,4.0,1.0,0.0,a recorded phone message,TRUE,FALSE,0.5845432938428368,18,11-20,health-care
5170.json,true,"Under this tax cut, middle-class families dont save enough for a weeks worth of groceries, while millionaires save enough to go on an exotic vacation.","income,taxes",lou-greenwald,State Assemblyman,New Jersey,democrat,0.0,1.0,1.0,2.0,2.0,a press release,TRUE,FALSE,0.5772079366123788,25,21-40,income
6976.json,true,The poverty rate amongst women is the worst its been in 17 years and the extreme poverty rate is the worst its ever been.,"poverty,women",george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,a debate.,TRUE,FALSE,0.5051320495604177,24,21-40,poverty
13236.json,barely-true,Donald Trump says that NATO is obsolete and that we need to get rid of NATO...,"foreign-policy,military",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a debate.,FALSE,TRUE,0.5711889680274108,16,11-20,foreign-policy
5603.json,true,Says a study shows that children who live with a biological parent and the parents boyfriend or girlfriend have a 20 times greater chance of being sexually abused.,"children,crime,families,marriage",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2.0,4.0,1.0,1.0,0.0,an interview,TRUE,FALSE,0.5880561481830935,28,21-40,children
2149.json,false,Warren Buffett called (Jeff) Greenes scheme financial weapons of mass destruction.,"candidates-biography,financial-regulation,message-machine",kendrick-meek,unknown,Florida,democrat,2.0,6.0,1.0,4.0,1.0,a television ad,FALSE,TRUE,0.5528261548832732,11,11-20,candidates-biography
10399.json,false,Over half the people on disability are either anxious or their back hurts.,disability,rand-paul,Candidate for U.S. Senate and physician,Kentucky,republican,7.0,8.0,10.0,12.0,3.0,a speech in New Hampshire,FALSE,TRUE,0.8894082384390508,13,11-20,disability
12987.json,true,Both the Democratic and Republican candidates for president in 2016 are quite unpopular.,elections,jimmy-carter,unknown,Georgia,democrat,3.0,0.0,2.0,2.0,0.0,interview with an AP reporter in Memphis,TRUE,FALSE,0.5680390106203035,13,11-20,elections
4588.json,true,Says he came to the Republican Party sooner in age than Ronald Reagan.,"candidates-biography,new-hampshire-2012",rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,Republican presidential primary debate,TRUE,FALSE,0.506495751683401,13,11-20,candidates-biography
10282.json,pants-fire,"Fluoride in the water, that was originally done by the Nazis!","corrections-and-updates,history,public-health,science,water",jesse-ventura,Author,Minnesota,independent,0.0,0.0,0.0,1.0,1.0,an interview with Salon.com,FALSE,TRUE,0.6505037971576477,11,11-20,corrections-and-updates
211.json,true,He was a member of the Iraq Study Group and was either fired or quit from a very important commission that was trying to figure out the way forward in Iraq.,iraq,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,Interview on Fox News,TRUE,FALSE,0.5259817283869481,31,21-40,iraq
6041.json,half-true,District 22 includes about 80% of the district I have represented since 2010. District 20 includes about 20% of the area I have represented since 2010.,redistricting,jack-latvala,State Senator,Florida,republican,0.0,0.0,1.0,0.0,0.0,a newsletter,TRUE,FALSE,0.7913112860100214,26,21-40,redistricting
3414.json,false,We now work the longest hours of any people around the world.,labor,bernie-s,U.S. Senator,Vermont,independent,18.0,12.0,22.0,41.0,0.0,a C-SPAN interview,FALSE,TRUE,0.5768184956495457,12,11-20,labor
13208.json,mostly-true,"In the state legislature, I supported Second Amendment rights.",guns,jason-kander,Secretary of State,Missouri,democrat,1.0,0.0,0.0,1.0,0.0,a campaign ad,TRUE,FALSE,0.7341447285088133,9,0-10,guns
752.json,half-true,"John McCain ""has threatened extinction for North Korea and sung songs about bombing Iran.""",foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"Oxford, Miss.",TRUE,FALSE,0.619222363296235,14,11-20,foreign-policy
2601.json,false,Says more Republicans than Democrats voted for the Wall Street bailouts.,"economy,financial-regulation",kurt-schrader,U.S. representative,Oregon,democrat,0.0,1.0,3.0,0.0,0.0,a radio show,FALSE,TRUE,0.8527062451818626,11,11-20,economy
1012.json,false,"We were not, I repeat, were not told that waterboarding or any of these other enhanced interrogation methods were used.",terrorism,nancy-pelosi,House Minority Leader,California,democrat,3.0,7.0,11.0,2.0,3.0,a news conference.,FALSE,TRUE,0.5822212208693274,20,11-20,terrorism
9112.json,false,22 Countries Invaded by the U.S. in 20 Years.,"foreign-policy,military,terrorism",facebook-posts,Social media posting,unknown,none,14.0,18.0,15.0,11.0,36.0,viral posts on the Internet,FALSE,TRUE,0.5511857536597117,9,0-10,foreign-policy
6839.json,barely-true,Says U.S. Senate opponent Tommy Thompson favors raising taxes on small businesses.,"health-care,taxes",tammy-baldwin,U.S. Representative,Wisconsin,democrat,5.0,5.0,7.0,4.0,0.0,debate comments,FALSE,TRUE,0.6292840919511138,12,11-20,health-care
13155.json,false,Says Ron Johnson helped companies ship jobs overseas.,"foreign-policy,jobs,trade",russ-feingold,unknown,Wisconsin,democrat,2.0,4.0,7.0,5.0,1.0,a TV ad,FALSE,TRUE,0.549047692969999,8,0-10,foreign-policy
5486.json,half-true,Says opponent Beto ORourke wants to legalize drugs.,"drugs,marijuana,message-machine-2012",silvestre-reyes,U.S. House member,Texas,democrat,0.0,0.0,2.0,1.0,1.0,a video advertisement.,TRUE,FALSE,0.6144845461620609,8,0-10,drugs
10943.json,true,Ninety-seven percent of Americans do not receive subsidies for health care under the Affordable Care Act.,"congress,government-regulation,guns,public-health,states",austin-scott,unknown,Georgia,republican,1.0,1.0,0.0,0.0,0.0,press conference,TRUE,FALSE,0.6043922440509035,16,11-20,congress
12728.json,false,Our economy is not growing.,economy,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a speech at the Republican convention,FALSE,TRUE,0.7751063223413378,5,0-10,economy
2720.json,pants-fire,Says state Senate candidate Monk Elmer voted to exceed the (school district property tax) spending caps.,"education,message-machine,taxes",american-federation-children,unknown,unknown,none,1.0,0.0,0.0,0.0,1.0,a direct mail campaign piece ,FALSE,TRUE,0.5103968606185247,16,11-20,education
1333.json,true,"Obama has ""visited more countries and met with more world leaders than any president in his first six months in office.""",foreign-policy,chain-email,unknown,unknown,none,11.0,43.0,8.0,5.0,105.0,a widely circulated e-mail,TRUE,FALSE,0.8410800659911534,21,21-40,foreign-policy
2603.json,false,"Says Texas has so few gas-pump inspectors in the field, the HEBs of this state, the Brookshires of this state, theyre calibrating their own gas pumps. The (Texas Department of Agriculture) just sends them the stickers and they calibrate them.","consumer-safety,energy,job-accomplishments",hank-gilbert,Cattle raiser,Texas,democrat,1.0,1.0,2.0,0.0,0.0,a speech.,FALSE,TRUE,0.6947376085619226,40,21-40,consumer-safety
788.json,mostly-true,"A mortgage buyback plan is ""my proposal, it's not Sen. Obama's proposal, it's not President Bush's proposal.""",economy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,"Nashville, Tenn.",TRUE,FALSE,0.5750426074360522,17,11-20,economy
605.json,false,Senator Obama has voted 94 times to either increase your taxes or against tax cuts.,taxes,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,comment from McCain spokesman Tucker Bounds on Fox News,FALSE,TRUE,0.6005216496271002,15,11-20,taxes
6195.json,false,Lorain is the poorest urban school district in the state of Ohio.,"education,poverty,state-budget",dan-ramos,State representative,Ohio,democrat,0.0,1.0,1.0,1.0,0.0,a speech in the Ohio House,FALSE,TRUE,0.7762273242870336,12,11-20,education
1350.json,true,The Senate health care bill does not contain limits on medical malpractice lawsuits.,health-care,mitch-mcconnell,Senate minority leader,Kentucky,republican,7.0,6.0,5.0,7.0,0.0,a floor speech,TRUE,FALSE,0.6540853526806917,13,11-20,health-care
12037.json,half-true,"Says Barack Obama has the legal authority to let in really however many refugees he wants, from whatever country.","federal-budget,foreign-policy,immigration,terrorism",ron-johnson,unknown,Wisconsin,republican,14.0,6.0,10.0,10.0,1.0,a public forum,TRUE,FALSE,0.7737805406806945,19,11-20,federal-budget
960.json,half-true,"In Japan, executives of failing companies say 'I'm sorry' and then either do one of two things: resign or go commit suicide.",ethics,chuck-grassley,U.S. senator,Iowa,republican,0.0,1.0,2.0,0.0,0.0,a radio interview,TRUE,FALSE,0.5767254843863412,22,21-40,ethics
4391.json,barely-true,Says Barack Obamas favorability rating in Israel once clocked in at 4 percent.,"israel,polls",kinky-friedman,Author,Texas,democrat,1.0,1.0,1.0,0.0,0.0,an opinion column.,FALSE,TRUE,0.5732187423202579,13,11-20,israel
3608.json,false,Says the fluoride Austin is putting in its drinking water is toxic waste.,public-health,mike-ford,Retiree,Texas,none,0.0,1.0,0.0,0.0,0.0,a letter.,FALSE,TRUE,0.5743369587718546,13,11-20,public-health
12160.json,barely-true,Emory University students were provided counseling after someone wrote Trump 2016 in chalk on campus.,education,viral-media-reports,none,Georgia,none,1.0,1.0,0.0,0.0,0.0,"Newspaper, television and social media",FALSE,TRUE,0.7267381306356895,15,11-20,education
10069.json,false,The U.S. Supreme Court struck down Wisconsins photo ID election law,elections,debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7.0,9.0,8.0,15.0,3.0,a news release,FALSE,TRUE,0.6534404186927066,11,11-20,elections
3366.json,true,"A telephone company will no longer have to provide landline service to customers if there is an alternative provider, including wireless.",market-regulation,ward-armstrong,"Minority leader, House of Delegates",Virginia,democrat,0.0,3.0,0.0,0.0,1.0,a House floor speech.,TRUE,FALSE,0.6801553428458298,21,21-40,market-regulation
13486.json,half-true,Alexander Hamilton was an immigration hawk.,"history,immigration",rush-limbaugh,Radio host,unknown,none,9.0,11.0,5.0,2.0,10.0,The Rush Limbaugh Show,TRUE,FALSE,0.7826878148678099,6,0-10,history
8798.json,false,And weve constantly been the lowest unemployed county in the state.,job-accomplishments,bob-terry,Washington County commissioner,Oregon,none,0.0,1.0,0.0,0.0,0.0,an Oregon Public Broadcasting interview,FALSE,TRUE,0.8424879930587943,11,11-20,job-accomplishments
10883.json,false,"Once a woman enters into the sex trade, her average life expectancy is seven years.","children,crime,public-health,public-safety,recreation,sexuality,women,workers",rebecca-quigley,"host, ""State of the State.""",Rhode Island,none,0.0,1.0,0.0,0.0,0.0,"a comment on a ""State of the State"" TV program.",FALSE,TRUE,0.5717122906774501,15,11-20,children
11701.json,false,The Electric Reliability Council of Texas (ERCOT) has estimated that the Obama administrations Power Plan will cause energy costs in Texas to rise as much as 16 percent per year.,"corrections-and-updates,energy,environment",lamar-smith,Congressman,Texas,republican,2.0,5.0,1.0,3.0,0.0,Op-ed column in the San Antonio Express-News,FALSE,TRUE,0.5187050088950312,30,21-40,corrections-and-updates
2315.json,barely-true,John Boozman supports privatizing Social Security,"message-machine,social-security",blanche-lincoln,U.S. Senator for Arkansas,Arkansas,democrat,1.0,0.0,1.0,0.0,0.0,a TV ad,FALSE,TRUE,0.6659753940676113,6,0-10,message-machine
5061.json,pants-fire,"Says kids who start in the ninth grade in the city of Newark this past September, 23 percent of them will graduate in four years.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10.0,17.0,27.0,19.0,8.0,a radio interview,FALSE,TRUE,0.5523559480846468,25,21-40,education
4141.json,half-true,"Says that, unlike the U.S. Senate, even the Libyan government, in the middle of a civil war, passed a budget on June 15, 2011","federal-budget,foreign-policy,government-efficiency",ann-marie-buerkle,Candidate for U.S. House,New York,republican,0.0,1.0,1.0,0.0,0.0,a news release,TRUE,FALSE,0.7697946564279299,24,21-40,federal-budget
3987.json,mostly-true,"Vern Buchanan. His old business was caught illegally funneling over $60,000 in campaign donations to Buchanan to influence his election.",campaign-finance,democratic-congressional-campaign-committee,unknown,unknown,democrat,11.0,8.0,5.0,1.0,9.0,in a radio ad,TRUE,FALSE,0.782882179905807,20,11-20,campaign-finance
2117.json,half-true,"In New Mexico, Democratic gubernatorial candidate Diane Denish spent federal stimulus funds on campaign Christmas cards.","ethics,message-machine",susana-martinez,Candidate for governor of New Mexico,New Mexico,republican,1.0,0.0,1.0,0.0,0.0,a campaign commercial,TRUE,FALSE,0.6092770645798945,16,11-20,ethics
11288.json,half-true,Says Donald Trump wants to replace Obamacare with a single-payer system.,"health-care,public-health",reid-ribble,Candidate for 8th District U.S. House seat,Wisconsin,republican,0.0,1.0,1.0,0.0,1.0,an interview,TRUE,FALSE,0.6592289392313305,11,11-20,health-care
1106.json,true,All private healthcare plans must conform to government rules to participate in a Healthcare Exchange.,"health-care,market-regulation",chain-email,unknown,unknown,none,11.0,43.0,8.0,5.0,105.0,a chain e-mail,TRUE,FALSE,0.933466200089256,15,11-20,health-care
10271.json,mostly-true,"Atlanta Mayor Kasim Reed became a city resident in the last annexation, opening the door to his candidacy.",elections,keisha-lance-bottoms,unknown,unknown,democrat,0.0,0.0,0.0,1.0,0.0,an Atlanta Journal-Constitution story,TRUE,FALSE,0.608555216981007,18,11-20,elections
12093.json,barely-true,Every (U.S. Supreme Court) nominee since 1875 has received a nomination hearing.,supreme-court,mark-herring,State senator,Virginia,democrat,1.0,0.0,0.0,1.0,0.0,a letter,FALSE,TRUE,0.7812642335425495,12,11-20,supreme-court
1234.json,false,All the talk about socialism during the campaign made young people more interested in it by Election Day.,economy,michael-moore,Documentary filmmaker,unknown,none,2.0,5.0,1.0,6.0,0.0,the movie Capitalism: A Love Story,FALSE,TRUE,0.5323831307612538,18,11-20,economy
4995.json,true,Ive done more impeachments than anybody else in the history of the country.,"congressional-rules,criminal-justice,history,job-accomplishments",jim-sensenbrenner,Member of Congress,Wisconsin,republican,2.0,4.0,1.0,0.0,0.0,a House Judiciary Committee hearing,TRUE,FALSE,0.6918714711549889,13,11-20,congressional-rules
10451.json,half-true,The Affordable Care Act basically puts a penalty or a tax on employers for every new job they create.,"economy,health-care,jobs,taxes",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,"an interview on CBS' ""60 Minutes""",TRUE,FALSE,0.8614188119870515,19,11-20,economy
3664.json,false,A $250 fine if youre caught with a plastic bag coming out of a store. Plastic bag police anyone?,environment,victoria-taft,radio talk show host,Oregon,none,0.0,2.0,0.0,0.0,1.0,a tweet,FALSE,TRUE,0.5846293629361174,19,11-20,environment
11262.json,false,"In countries where there are higher, more strict gun laws, there is more gun violence.",guns,eric-bolling,"Co-host on Fox News Channel's ""The Five""",unknown,none,2.0,1.0,1.0,1.0,0.0,"a broadcast of ""The Five"" on Fox News",FALSE,TRUE,0.5984417612608965,15,11-20,guns
9388.json,barely-true,Says he never wanted to raise the debt ceiling.,"debt,federal-budget",mike-collins,"co-owner, Collins Industries",Georgia,republican,1.0,0.0,1.0,1.0,0.0,a flier,FALSE,TRUE,0.6815474957632763,9,0-10,debt
12596.json,barely-true,"Thanks to (North Carolinas) governor and the legislature, the average teachersalary can barely support a family.","education,families,state-budget,workers",hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,"a speech in Raleigh, NC",FALSE,TRUE,0.8302058550704126,16,11-20,education
8689.json,half-true,There never really was a Hastert Rule.,congressional-rules,dennis-hastert,unknown,unknown,republican,0.0,0.0,1.0,0.0,0.0,"a broadcast of MSNBC's ""The Cycle""",TRUE,FALSE,0.7245580028376921,7,0-10,congressional-rules
11911.json,barely-true,It has been over 80 years since a lame-duck president appointed a Supreme Court justice.,supreme-court,marco-rubio,U.S. Senator,Florida,republican,33.0,24.0,32.0,35.0,5.0,"a debate in Greenville, S.C.",FALSE,TRUE,0.5132047774338925,15,11-20,supreme-court
2993.json,mostly-true,"In 1981, Matagorda, Brazoria, and Galveston Counties all opted out of the Social Security program for their employees. Today, their program is very, very well-funded and there is no question about whether its going to be funded in years to come.",social-security,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an interview.,TRUE,FALSE,0.703371251748035,41,41+,social-security
10567.json,false,Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.,"abortion,health-care,human-rights,religion,women",thomas-tobin,Bishop of the Diocese of Providence,unknown,none,0.0,2.0,0.0,0.0,0.0,a newspaper column,FALSE,TRUE,0.5588898093615656,15,11-20,abortion
10111.json,false,"While (Charlie Crist) was governor, utility costs went up 30 percent and went from below the national average to above the national average. Since I got elected, utility rates have come down 11 percent and now we are below the average.","debates,energy,message-machine-2014",rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,a debate,FALSE,TRUE,0.8355316504732223,41,41+,debates
11256.json,mostly-true,"Bernie Sanders opposesthe Trans-Pacific Partnership, and Hillary Clinton supportsit.",trade,viral-image,unknown,unknown,none,5.0,5.0,0.0,3.0,15.0,a viral Internet chart,TRUE,FALSE,0.9302775085529615,9,0-10,trade
10543.json,false,On supporting right to work legislation in 2015,"corporations,economy,labor,small-business,unions,workers",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a statement,FALSE,TRUE,0.6311329230599485,8,0-10,corporations
7904.json,barely-true,Says the success of his economic agenda is supported by the fact we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.,"economy,job-accomplishments,jobs",scott-walker,Milwaukee County Executive,Wisconsin,republican,26.0,41.0,32.0,40.0,11.0,a television interview,FALSE,TRUE,0.5966703055520584,33,21-40,economy
4116.json,false,"POTUS economists: Stimulus Has Cost $278,000 per job.",stimulus,john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a tweet on Twitter,FALSE,TRUE,0.6201057816601894,8,0-10,stimulus
4615.json,half-true,"Says Democrats raised taxes over 115 times in the past 10 years, making New Jersey increasingly unaffordable and chasing jobs to neighboring states.","economy,jobs,taxes",tom-kean-jr,New Jersey Senate Minority Leader,unknown,republican,0.0,2.0,1.0,0.0,0.0,a news release,TRUE,FALSE,0.650507301666212,23,21-40,economy
7742.json,false,Metro on whether it could use bond money for restoration.,taxes,metro,unknown,unknown,none,0.0,0.0,0.0,0.0,0.0,voters pamphlet,FALSE,TRUE,0.5497599921898413,10,0-10,taxes
2394.json,half-true,Roy Barnes is like Barack Obama because theyre both doing a lot of apologizing.,message-machine,republican-governors-association,unknown,"Washington, D.C.",republican,5.0,1.0,6.0,4.0,2.0,a TV commercial,TRUE,FALSE,0.7470562251503514,14,11-20,message-machine
13051.json,barely-true,"The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.",iraq,paul-wolfowitz,visiting scholar at the American Enterprise Institute,New York,none,1.0,0.0,0.0,0.0,0.0,"an interview on NBC's ""Meet the Press""",FALSE,TRUE,0.7283211794120412,21,21-40,iraq
12187.json,half-true,Says Rick Scott stripped women of access to public health care.,abortion,rick-scotts-starbucks-heckler,"Activist, stay-at-home mom",Florida,activist,0.0,0.0,2.0,0.0,0.0,a confrontation with Rick Scott at Starbucks,TRUE,FALSE,0.6208334921187959,11,11-20,abortion
12526.json,mostly-true,"Says if you try to hide marijuana in a hemp field, it becomes worthless. The THC goes away.","drugs,government-regulation,marijuana,market-regulation,science",larry-yarborough,N.C. Representative,North Carolina,republican,0.0,0.0,0.0,1.0,0.0,a meeting in the legislature about hemp regulations,TRUE,FALSE,0.6374891042836588,18,11-20,drugs
7136.json,barely-true,Says the state is required pick up 70 percent of the cost of K-12 education.,"education,state-budget",john-kitzhaber,Governor of Oregon,Oregon,democrat,1.0,1.0,4.0,4.0,0.0,a speech.,FALSE,TRUE,0.7613248843837467,15,11-20,education
10512.json,false,The minimum wage has risen $2.35 in the last two years. Thats 31 percent.,"economy,families,government-regulation,income,poverty,small-business,workers",leonidas-raptakis,State Senator,Rhode Island,democrat,0.0,1.0,1.0,0.0,0.0,testimony before the House Committee on Labor,FALSE,TRUE,0.7251509042748769,14,11-20,economy
12336.json,mostly-true,ColoradoCare would have higher revenues than McDonalds.,"elections,health-care",colorado-health-institute,unknown,unknown,none,0.0,0.0,0.0,1.0,0.0,an analysis report ,TRUE,FALSE,0.5295548143643966,7,0-10,elections
6774.json,mostly-true,"Bill Nelson voted to confirm Sonia Sotomayor, who signed a Supreme Court opinion saying Americans do not have an individual right to own firearms.","guns,supreme-court",national-rifle-association,unknown,unknown,none,3.0,5.0,1.0,5.0,3.0,an anti-Nelson mailer,TRUE,FALSE,0.7303931133436526,24,21-40,guns
9737.json,false,The music industry is the biggest export from Africa after oil and gas.,"ebola,economy,foreign-policy,pop-culture",dbanj,Musician,unknown,none,0.0,1.0,0.0,0.0,0.0,"comments on ABC's ""This Week""",FALSE,TRUE,0.7743342633588327,13,11-20,ebola
9316.json,mostly-true,Congress used earmarks for more than 200 years.,"congress,corrections-and-updates,federal-budget",harry-reid,Senate Democratic Leader,Nevada,democrat,4.0,5.0,3.0,7.0,3.0,a news conference,TRUE,FALSE,0.5563073794255828,8,0-10,congress
699.json,half-true,Senator Obama thinks we can achieve energy independence without more drilling and without more nuclear power.,energy,john-mccain,U.S. senator,Arizona,republican,31.0,39.0,31.0,37.0,8.0,unknown,TRUE,FALSE,0.5968967198467987,16,11-20,energy
10041.json,half-true,"Leticia Van de Putte opposed putting National Guard troops on the border, would send millions to Central American governments instead and wrote the law giving in-state tuition to illegal immigrants.",immigration,dan-patrick,Lieutenant governor-elect,Texas,republican,4.0,4.0,3.0,4.0,4.0,a TV ad,TRUE,FALSE,0.655007435407212,30,21-40,immigration
8414.json,false,"Unfortunately, since Mr. Fosters been mayor ... there are less people employed in the city of St. Petersburg than there were prior to his taking office.",jobs,rick-kriseman,State Representative,Florida,democrat,0.0,2.0,1.0,1.0,0.0,a Tampa Bay Times/mayoral debate,FALSE,TRUE,0.6173134728767453,26,21-40,jobs
9333.json,half-true,"When you read the Koran, it talks about dont take Christians and Jews as your friends.",islam,sean-hannity,Radio/TV host,unknown,none,3.0,5.0,3.0,2.0,1.0,"a segment on ""Hannity""",TRUE,FALSE,0.7524912643989823,16,11-20,islam
9052.json,mostly-true,Dan Patrick called for increasing the gas tax and the state sales tax.,"state-budget,state-finances,taxes",david-dewhurst,Lieutenant governor,Texas,republican,8.0,8.0,10.0,5.0,5.0,unknown,TRUE,FALSE,0.7156525988364191,13,11-20,state-budget
1405.json,barely-true,"Chile ranks third internationally in economic freedom, while the U.S. ranks 17th.","economy,foreign-policy,pundits",glenn-beck,unknown,unknown,none,5.0,7.0,7.0,2.0,6.0,a video blog post,FALSE,TRUE,0.6036092035832884,12,11-20,economy
3235.json,false,"Under the White Houses budget proposal, we will not be adding more to the national debt by the middle of the decade.","deficit,federal-budget",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,a press conference,FALSE,TRUE,0.6781077400346833,22,21-40,deficit
1514.json,barely-true,Bill McCollum said tax cuts don't work.,taxes,alex-sink,unknown,Florida,democrat,1.0,2.0,2.0,4.0,0.0,a comment on her Facebook page.,FALSE,TRUE,0.7697521514851167,7,0-10,taxes
6919.json,barely-true,The tax burden on Virginia families was lower under Tim Kaine than under George Allen.,"families,taxes",tim-kaine,U.S. Senator,Virginia,democrat,8.0,3.0,15.0,15.0,0.0,a news release.,FALSE,TRUE,0.790120229004331,15,11-20,families
9444.json,barely-true,Already in Wisconsin we have seen fewer people pursuing education as a career due to the Act 10 collective bargaining law.,"education,state-budget,state-finances,workers",mary-burke,Madison school board member,Wisconsin,democrat,5.0,5.0,11.0,8.0,3.0,an interview,FALSE,TRUE,0.555161452081757,21,21-40,education
8192.json,barely-true,Miami-Dade County is the No. 1 donor county in the state.,"state-budget,taxes",rene-garcia,state senator,Florida,republican,1.0,0.0,0.0,0.0,0.0,a Florida Cabinet meeting,FALSE,TRUE,0.7354052164040188,11,11-20,state-budget
1280.json,barely-true,"Here in Florida, Ive slashed government by 10 percent. That's $7 billion.",state-budget,charlie-crist,unknown,Florida,democrat,15.0,9.0,20.0,19.0,2.0,radio advertisement for U.S. Senate campaign,FALSE,TRUE,0.6099667034854204,12,11-20,state-budget
2477.json,false,"Over the past year ... our 16 counties have hemorrhaged more than 6,000 jobs with no apparent end in sight.","economy,stimulus",steve-southerland,"U.S. Representative, Florida District 2",Florida,republican,1.0,2.0,1.0,1.0,0.0,a press release.,FALSE,TRUE,0.6811382153376817,20,11-20,economy
6720.json,false,U.S. House opponent Paul Ryan supports cutting funding for veterans by 24 percent.,"disability,federal-budget,health-care,housing,veterans",rob-zerban,unknown,unknown,democrat,0.0,1.0,0.0,0.0,1.0,an interview,FALSE,TRUE,0.732720682901018,13,11-20,disability
11303.json,mostly-true,Missouri is #1 in the nation for holding down tuition increases at public universities.,"federal-budget,state-budget",jay-nixon,Governor,Missouri,democrat,2.0,0.0,0.0,1.0,0.0,a post on Twitter,TRUE,FALSE,0.5046172119693219,14,11-20,federal-budget
1248.json,mostly-true,"During the Reagan era, while productivity increased, ""wages for working people remained frozen.""",economy,michael-moore,Documentary filmmaker,unknown,none,2.0,5.0,1.0,6.0,0.0,"his movie ""Capitalism: A Love Story""",TRUE,FALSE,0.5515355663547006,13,11-20,economy
4442.json,half-true,"170,000 of the jobs created in Texas under Gov. Rick Perry were government jobs.","economy,jobs,state-budget,state-finances,states,workers",ron-paul,U.S. representative,Texas,republican,5.0,8.0,8.0,8.0,3.0,a Republican presidential debate in Tampa,TRUE,FALSE,0.6017215877384228,14,11-20,economy
12122.json,mostly-true,"To this day, (the Cuban government) is a regime that provides safe harbor to terrorists and fugitives.","foreign-policy,terrorism",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a news conference,TRUE,FALSE,0.5274975919393803,17,11-20,foreign-policy
6678.json,true,"The Senate has not passed a budget in more than three years, not a good budget, not a bad budget, no budget.",federal-budget,leonard-lance,unknown,unknown,republican,0.0,0.0,1.0,2.0,0.0,an interview on NJToday,TRUE,FALSE,0.5296147616337842,22,21-40,federal-budget
7111.json,barely-true,Says the initial Portland plastic bag ban represented only a modest share of total single-use checkout bag use.,city-government,sam-adams,Mayor of Portland,Oregon,democrat,3.0,2.0,5.0,2.0,0.0,a proposed ordinance.,FALSE,TRUE,0.6268171943182642,18,11-20,city-government
1243.json,false,There's no evidence anywhere that offshore drilling has hurt tourism in any area where it has been allowed.,"energy,environment",barney-bishop,"president, Associated Industries of Florida",Florida,none,0.0,1.0,0.0,0.0,0.0,a press release,FALSE,TRUE,0.5363640080687277,18,11-20,energy
5693.json,false,Says Wisconsin women facing pay discrimination cant do something about it under bill passed by Republicans.,"civil-rights,legal-issues,women,workers",kathleen-falk,unknown,unknown,democrat,1.0,3.0,3.0,1.0,0.0,a speech,FALSE,TRUE,0.5793365923361251,16,11-20,civil-rights
